UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Brittney Johnson,@sunnybrittney,2021-10-01T22:27:16.000Z,"Brittney Johnson
@sunnybrittney
·
2021年10月2日","Life is different with a dishwasher man. No more leaving the silverware on a paper towel by the sink for ""later"". I feel like I've made it  #IYKYK",😂,,,14,[],https://twitter.com/sunnybrittney/status/1444066411631030272
Moises Mendez II,@MoisesFenty,2021-10-01T21:14:56.000Z,"Moises Mendez II
@MoisesFenty
·
2021年10月2日","MORGAN!!!!!! This is incredible!!!! I’m so happy for you  
@morgan_sung
 congratulations ",❤ ❤ ❤ ❤ ❤ 🎊,1,,8,['https://pbs.twimg.com/profile_images/1623052731010129935/qgt8_DE1_normal.jpg'],https://twitter.com/MoisesFenty/status/1444048207819022338
Nick Guillory,@nickguillory,2021-10-01T23:45:14.000Z,"Nick Guillory
@nickguillory
·
2021年10月2日","I’m at a wine bar in Brooklyn.
The server asks, “are you treating yourself to a bottle tonight?”
Me: Honey, no, this is what I do all the time  #lovethyself",😂,,,12,[],https://twitter.com/nickguillory/status/1444086031612063746
ohhleary,@ohhleary,2021-10-01T21:51:44.000Z,"ohhleary
@ohhleary
·
2021年10月2日","This city is in a congestion emergency and 
@NYCMayor
 is asleep at the wheel. I saw traffic tonight in places I’ve never seen it before. Gridlock is so bad that you’re boxed into bike lanes when they’re blocked. And they’re blocked with double-parked cars on virtually every block.",,2,1,13,[],https://twitter.com/ohhleary/status/1444057468355629056
Sharron Paul,@Sharronica,2021-10-01T22:01:25.000Z,"Sharron Paul
@Sharronica
·
2021年10月2日",Gentrification topped off with a pandemic has murdered so many of the hood suit stores in Brooklyn. I’m heartbroken. I want to dress my fiancé like an original King of Comedy.,,1,2,27,[],https://twitter.com/Sharronica/status/1444059906101944326
Dr. Sarah Odell,@CoachOdell1987,2021-10-02T22:52:59.000Z,"Dr. Sarah Odell
@CoachOdell1987
·
2021年10月3日",I love to see it.,,,2,9,"['https://pbs.twimg.com/profile_images/1430016631711862791/m5TXMm14_normal.jpg', 'https://pbs.twimg.com/media/FAte4FNWUAMTmUu?format=jpg&name=900x900']",https://twitter.com/CoachOdell1987/status/1444435268749176835
AchieveHunter1,@AchieveHunter1,2021-10-02T21:43:35.000Z,"AchieveHunter1
@AchieveHunter1
·
2021年10月3日","I’ll be performing soon! 
@PonyFestOnline
 Renegade Stage after 
@IntellectBlue
 #pony5est #brony #ponyfest",,1,4,22,['https://pbs.twimg.com/media/FAuaVIVXsAoo34q?format=jpg&name=medium'],https://twitter.com/AchieveHunter1/status/1444417803667247115
Brendan Van Ackeren,@BVanAckeren,2021-10-02T21:29:00.000Z,"Brendan Van Ackeren
@BVanAckeren
·
2021年10月3日","Cheering on 
@PrincetonFTBL
 with my favorite . 

“Dad, I am only cheering for the orange team!”",🐯,,1,17,['https://pbs.twimg.com/media/FAuW__HXMAolD-C?format=jpg&name=900x900'],https://twitter.com/BVanAckeren/status/1444414137249980424
Jake Muir,@_jakemuir,2021-10-02T21:41:19.000Z,"Jake Muir
@_jakemuir
·
2021年10月3日",I hope to get a comment like this on BC one day.,,,2,26,['https://pbs.twimg.com/media/FAuZ0WYWQBMc9SV?format=jpg&name=small'],https://twitter.com/_jakemuir/status/1444417236517720069
yosyjess,@yosyJess,2021-10-02T21:12:06.000Z,"yosyjess
@yosyJess
·
2021年10月3日","I’m a huge fan of dance/electronic music and I was waiting for the moment 
@Camila_Cabello
 will have a good remix playing on Dance music channels, she did it with 
@MAJORLAZER
 remix #NP on 
@NotADiploBot
, this will b all over dance music festivals and clubs 4 months",,,7,41,['https://pbs.twimg.com/ext_tw_video_thumb/1444409836708507656/pu/img/htCXLsKdfhL7ZrRm.jpg'],https://twitter.com/yosyJess/status/1444409880610320390
eric von bro dude,@ericjfink,2021-10-02T23:53:24.000Z,"eric von bro dude
@ericjfink
·
2021年10月3日",Heading onto my fourth slice of pizza I’m not slowing down you can’t stop me,,3,,32,[],https://twitter.com/ericjfink/status/1444450475634532352
MatScouts,@MatScouts1,2021-10-02T23:49:10.000Z,"MatScouts
@MatScouts1
·
2021年10月3日",if psu wins it will be #4 Penn St. @ #3 Iowa next week and i’ll be there for it!,‼,10,1,125,"['https://pbs.twimg.com/profile_images/1557049160020393985/6-qgOo2E_normal.jpg', 'https://pbs.twimg.com/media/FAu2aKaWEAMAX2R?format=jpg&name=900x900']",https://twitter.com/MatScouts1/status/1444449411766046720
Nelson Flores,@nelsonlflores,2021-10-02T23:17:21.000Z,"Nelson Flores
@nelsonlflores
·
2021年10月3日",Something I’ve noticed is that some media sites have switched from Latinx to Latine and the same trolls now tell them to stop using Latine and then begin their tirade against Latinx again too. Somehow I don’t think their concern is the -e or the -x. I wonder what it might be ,🤔,4,29,263,[],https://twitter.com/nelsonlflores/status/1444441401756983298
Gretchen Raffa,@GretchenRaffa,2021-10-02T23:49:23.000Z,"Gretchen Raffa
@GretchenRaffa
·
2021年10月3日","I  abortion storytellers. We support you! Thank you 
@BergerGirvaloCT
 for sharing your story today. #RallyForAbortionJustice 
#AbortionIsHealthCare 
#BansOffOurBodies",❤,,2,7,"['https://pbs.twimg.com/profile_images/1199888501598236674/Kk2yCkHm_normal.jpg', 'https://pbs.twimg.com/media/FAuQWYUXIAYfymO?format=jpg&name=small']",https://twitter.com/GretchenRaffa/status/1444449466090721284
Joey Sutera,@joeysofficial,2021-10-02T22:32:28.000Z,"Joey Sutera
@joeysofficial
·
2021年10月3日",I shall sleep until 245AM and then head to mirage for sunrise and beyond. Nobody id rather hear close out the mirage season than Dixon,,,1,20,[],https://twitter.com/joeysofficial/status/1444430109411250176
Hythacg,@Hythacg,2021-10-02T21:40:15.000Z,"Hythacg
@Hythacg
·
2021年10月3日","@ben_zank
 am I doing this right?",,,2,30,['https://pbs.twimg.com/media/FAuZkM4XoAI_oNP?format=jpg&name=900x900'],https://twitter.com/Hythacg/status/1444416966631038978
Dom N' The City | NYC Food Content Creator,@DomNTheCity,2021-10-02T22:36:13.000Z,"Dom N' The City | NYC Food Content Creator
@DomNTheCity
·
2021年10月3日",I am the person they drives to an event and tells not a soul I drove. I am not a taxi and I am going straight home after this. ,😂,3,1,18,[],https://twitter.com/DomNTheCity/status/1444431051439452161
Megan Romer,@meganromer,2021-10-02T22:47:59.000Z,"Megan Romer
@meganromer
·
2021年10月3日","When I try to explain that despite being from the Northeast originally, it wasn’t all that difficult to learn to blend in in the Gulf South,",,4,20,83,"['https://pbs.twimg.com/profile_images/1546136612295303168/stWlDw4T_normal.jpg', 'https://pbs.twimg.com/media/FAtJluDWEAIe3a-?format=jpg&name=900x900']",https://twitter.com/meganromer/status/1444434013360373765
Miss Shawn! FKA @thepbg,Miss Shawn! FKA @thepbg,2021-10-02T23:38:42.000Z,"Miss Shawn! FKA @thepbg
@MsCaShawn
·
2021年10月3日","If 
@joindcps
 paid Educational Aides more than $16 per hour, I'd be co-teaching in an ECE classroom this year. I've turned down 2 offers so far this year. Good luck, 
@DCPSChancellor
 & step ya coins up.",,2,2,17,['https://pbs.twimg.com/profile_images/1432087709837770756/sFX7SsKS_normal.jpg'],https://twitter.com/MsCaShawn/status/1444446776140959747
Sari Beth Rosenberg,@saribethrose,2021-10-02T21:32:57.000Z,"Sari Beth Rosenberg
@saribethrose
·
2021年10月3日","回复 
@fred_guttenberg
 和 
@SenatorSinema",👀,,4,27,[],https://twitter.com/saribethrose/status/1444415129425166338
Chris Polansky,@ChrisKPolansky,2021-10-02T23:35:33.000Z,"Chris Polansky
@ChrisKPolansky
·
2021年10月3日","I sang along to all of the wedding band’s cover of Angel From Montgomery in this photo booth as I thought my buddy was filming but it was just still photos of me and 
@lena_camilletti
. Which, you know, is still fine.",,2,2,35,"['https://pbs.twimg.com/media/FAuz4hGX0AUqOdF?format=jpg&name=small', 'https://pbs.twimg.com/media/FAuz4hUXoAEGVSK?format=jpg&name=small', 'https://pbs.twimg.com/media/FAuz4hNWQAAV4zy?format=jpg&name=small', 'https://pbs.twimg.com/media/FAuz4hPWQAEoUhp?format=jpg&name=small']",https://twitter.com/ChrisKPolansky/status/1444445981664235523
Ilana Keller,@IlanaKeller,2021-10-02T21:31:31.000Z,"Ilana Keller
@IlanaKeller
·
2021年10月3日",Anyone wanna guess where I’m headed tonight? This game isn’t nearly as easy as it used to be *sniff* ,😭 ❄,2,,13,[],https://twitter.com/IlanaKeller/status/1444414769512034305
genevieve yue,@genevieveyue,2021-10-02T21:26:55.000Z,"genevieve yue
@genevieveyue
·
2021年10月3日",I made it to network TV! if nothing else I can be the lady who said the immortal words “I had to throw out a kind of expensive couch”,,,,13,['https://pbs.twimg.com/profile_images/907056580432084993/xkuJr2Kz_normal.jpg'],https://twitter.com/genevieveyue/status/1444413613373014018
Jessica González-Rojas,@votejgr,2021-10-02T23:00:45.000Z,"Jessica González-Rojas
@votejgr
·
2021年10月3日","Today there was a Filipino Festival in Woodside and it was a lot of fun! I'm excited to frame this artwork I got in the office. It says:

You are loved.
You are enough.
You matter 

Follow them on IG at: @ wearesunraised",🥰,,2,23,['https://pbs.twimg.com/media/FAur5x4WQAM3Idc?format=jpg&name=900x900'],https://twitter.com/votejgr/status/1444437224603496449
alyssa mercante,@alyssa_merc,2021-10-02T22:54:09.000Z,"alyssa mercante
@alyssa_merc
·
2021年10月3日","Chatting with my bf about doing an Interview with a Vampire couples costume…
Me: “Who would I be? Tom Cruise I guess right?”
Him: “Yeah the little mean one.",,1,,10,[],https://twitter.com/alyssa_merc/status/1444435566330884099
