UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Regrette Rien,@YaniqueJLambert,2022-01-03T17:27:39.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月4日","Lunch on the French side, What we having?",,6,1,10,"['https://pbs.twimg.com/media/FIMbiHVX0AMu9Et?format=jpg&name=small', 'https://pbs.twimg.com/media/FIMbj7JXwAMjm-5?format=jpg&name=small']",https://twitter.com/YaniqueJLambert/status/1478055467968573441
Regrette Rien,@YaniqueJLambert,2022-01-03T02:24:26.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月3日",Forgot to take a pic of the shot ,🤣,1,,3,['https://pbs.twimg.com/media/FIJM4cWXwAMCHzR?format=jpg&name=900x900'],https://twitter.com/YaniqueJLambert/status/1477828169541595136
Regrette Rien,@YaniqueJLambert,2022-01-03T02:17:25.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月3日",That's what I got ,😁 🤤,2,,1,['https://pbs.twimg.com/profile_images/1637115475170672641/cPI_WOhR_normal.jpg'],https://twitter.com/YaniqueJLambert/status/1477826399943774211
Regrette Rien,@YaniqueJLambert,2022-01-03T02:07:30.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月3日",What we getting?,,5,1,7,"['https://pbs.twimg.com/media/FIJI90bX0AEkYZ3?format=jpg&name=small', 'https://pbs.twimg.com/media/FIJI-_jXMAMgaz_?format=jpg&name=small', 'https://pbs.twimg.com/media/FIJJAKBWYAAhc0j?format=jpg&name=small']",https://twitter.com/YaniqueJLambert/status/1477823907365519361
Regrette Rien,@YaniqueJLambert,2022-01-03T01:37:39.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月3日",Drake's jet is here,,7,,26,['https://pbs.twimg.com/media/FIJCLIbXIAA7ze7?format=jpg&name=900x900'],https://twitter.com/YaniqueJLambert/status/1477816393869447172
Regrette Rien,@YaniqueJLambert,2022-01-04T20:37:48.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月5日",Lunch ,✨,,,20,"['https://pbs.twimg.com/media/FISQsxWXIAAVkTN?format=jpg&name=small', 'https://pbs.twimg.com/media/FISQtcyWQAcRtpQ?format=jpg&name=small', 'https://pbs.twimg.com/media/FISQt8XX0AEKzPz?format=jpg&name=small', 'https://pbs.twimg.com/media/FISQuTUXsA4YBLR?format=jpg&name=small']",https://twitter.com/YaniqueJLambert/status/1478465709680246792
Regrette Rien,@YaniqueJLambert,2022-01-04T18:49:31.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月5日",Roaming ,⛵,,,4,['https://pbs.twimg.com/ext_tw_video_thumb/1478438379704528903/pu/img/pAKDSONLpWZu4gN_.jpg'],https://twitter.com/YaniqueJLambert/status/1478438458536435720
Regrette Rien,@YaniqueJLambert,2022-01-04T17:18:45.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月5日",French cuisine is so damn good.,,3,,12,[],https://twitter.com/YaniqueJLambert/status/1478415618902740995
Regrette Rien,@YaniqueJLambert,2022-01-04T16:09:22.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月5日",Same! We got to Sint Maarten and started doing laps to get landing clearance ,😂 😂,,,1,"['https://pbs.twimg.com/media/FIRTSftXEBATsAX?format=jpg&name=900x900', 'https://pbs.twimg.com/profile_images/1548341429482635267/Gb0Ww0wZ_normal.png']",https://twitter.com/YaniqueJLambert/status/1478398157977497602
Regrette Rien,@YaniqueJLambert,2022-01-04T02:20:21.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月4日",Your singing made my day  thanks luv ,😂 ❤,,,1,['https://pbs.twimg.com/profile_images/708085251822596096/LRaRxJVn_normal.jpg'],https://twitter.com/YaniqueJLambert/status/1478189529508970496
Regrette Rien,@YaniqueJLambert,2022-01-04T02:16:20.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月4日",I been YELLING in the ppl dem restaurant,,4,2,9,['https://pbs.twimg.com/profile_images/1636197356306563076/hpHueHdK_normal.jpg'],https://twitter.com/YaniqueJLambert/status/1478188515833778176
Regrette Rien,@YaniqueJLambert,2022-01-04T00:50:04.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月4日",Trying Les Escargots ,👀,6,,14,['https://pbs.twimg.com/media/FIOA3leUcAAFhdO?format=jpg&name=900x900'],https://twitter.com/YaniqueJLambert/status/1478166808351756288
Regrette Rien,@YaniqueJLambert,2022-01-04T00:34:30.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月4日",I can't choose ,😩,7,,3,['https://pbs.twimg.com/media/FIN9TflVgAAc6U0?format=jpg&name=900x900'],https://twitter.com/YaniqueJLambert/status/1478162890490200065
Regrette Rien,@YaniqueJLambert,2022-01-05T20:43:30.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月6日","Is something wrong with the 
@firstglobalbank
 app?",,1,,,[],https://twitter.com/YaniqueJLambert/status/1478829531821711367
Regrette Rien,@YaniqueJLambert,2022-01-05T16:19:07.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月6日",Everywhere I go I hear people talking about how Sint Maarten changed the travel authorization qualifications 3 times before the new year.,,1,,,[],https://twitter.com/YaniqueJLambert/status/1478762999242502148
Regrette Rien,@YaniqueJLambert,2022-01-05T02:03:33.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月5日",80W charging. Phone gonna burn a hole into my side table.,🧠 🐏 📱 📸 🔋 ⚡,1,,,"['https://pbs.twimg.com/profile_images/1468001914302390278/B_Xv_8gu_normal.jpg', 'https://pbs.twimg.com/media/FITMv4TXEAQ7IXa?format=jpg&name=900x900']",https://twitter.com/YaniqueJLambert/status/1478547686567690243
Regrette Rien,@YaniqueJLambert,2022-01-06T15:55:41.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月6日",Excuse me?,,1,,,['https://pbs.twimg.com/profile_images/1595781109626929152/ccrsdM-B_normal.jpg'],https://twitter.com/YaniqueJLambert/status/1479119488251416594
